Chromosome,Start,End,Length (bp),Methods
Supercontig_12.7,1429451,1429600,150,Depth
Supercontig_12.7,1431401,1431800,400,Het
Supercontig_12.7,1432351,1432650,300,Het
Supercontig_12.7,1432651,1432750,100,"Depth,Het"
Supercontig_12.7,1432751,1433400,650,Depth
Supercontig_12.7,1433901,1434000,100,Depth
Supercontig_12.7,1434001,1434050,50,"Blast,Depth"
Supercontig_12.7,1434051,1434136,86,"Blast,Depth,Het"
Supercontig_12.7,1434137,1434750,614,"Blast,Depth,Het,Period"
Supercontig_12.7,1434751,1434950,200,"Blast,Het,Period"
Supercontig_12.7,1434951,1435250,300,"Blast,Depth,Het,Period"
Supercontig_12.7,1435251,1435550,300,"Blast,Het,Period"
Supercontig_12.7,1435551,1437750,2200,"Blast,Depth,Het,Period"
Supercontig_12.7,1437751,1438450,700,"Blast,Het,Period"
Supercontig_12.7,1438451,1438600,150,"Blast,Period"
Supercontig_12.7,1438601,1438650,50,Period
Supercontig_12.7,1438651,1438750,100,"Depth,Period"
Supercontig_12.7,1438751,1438800,50,"Depth,Het,Period"
Supercontig_12.7,1438801,1439600,800,"Blast,Depth,Het,Period"
Supercontig_12.7,1439601,1439650,50,"Het,Period"
Supercontig_12.7,1439651,1439800,150,Period
Supercontig_12.7,1439801,1439850,50,"Blast,Depth,Period"
Supercontig_12.7,1439851,1440500,650,"Blast,Depth,Het,Period"
Supercontig_12.7,1440501,1440600,100,"Blast,Depth,Period"
Supercontig_12.7,1440601,1440700,100,"Depth,Period"
Supercontig_12.7,1440701,1440800,100,"Depth,Het,Period"
Supercontig_12.7,1440801,1441000,200,"Blast,Depth,Het,Period"
Supercontig_12.7,1441001,1441300,300,"Blast,Het,Period"
Supercontig_12.7,1441301,1441650,350,"Blast,Depth,Het,Period"
Supercontig_12.7,1441651,1441950,300,"Blast,Het,Period"
Supercontig_12.7,1441951,1442100,150,"Blast,Depth,Het,Period"
Supercontig_12.7,1442101,1442200,100,"Blast,Het,Period"
Supercontig_12.7,1442201,1442250,50,"Het,Period"
Supercontig_12.7,1442251,1442600,350,Period
Supercontig_12.7,1442601,1442650,50,"Blast,Period"
Supercontig_12.7,1442651,1444000,1350,"Blast,Het,Period"
Supercontig_12.7,1444001,1444031,31,"Blast,Depth,Het,Period"
Supercontig_12.7,1444032,1444300,269,"Blast,Depth,Het"
Supercontig_12.7,1444301,1444587,287,"Blast,Het"
Supercontig_12.7,1444588,1444600,13,"Blast,Het,Period"
Supercontig_12.7,1444601,1444966,366,"Blast,Depth,Het,Period"
Supercontig_12.7,1444967,1445000,34,"Blast,Depth,Het"
Supercontig_12.7,1445001,1445050,50,"Depth,Het"
Supercontig_12.7,1445051,1445150,100,Het
Supercontig_12.7,1445362,1445450,89,Period
Supercontig_12.7,1445451,1445600,150,"Depth,Period"
Supercontig_12.7,1445601,1445885,285,Period
Supercontig_12.7,1446413,1446901,489,Period
Supercontig_12.7,1446951,1447150,200,Het
Supercontig_12.7,1447173,1447997,825,Period
Supercontig_12.7,1448401,1448718,318,Period
Supercontig_12.7,1448751,1448947,197,Depth
Supercontig_12.7,1448948,1449000,53,"Depth,Period"
Supercontig_12.7,1449001,1449100,100,"Depth,Het,Period"
Supercontig_12.7,1449101,1449150,50,"Het,Period"
Supercontig_12.7,1449151,1450050,900,Period
Supercontig_12.7,1450051,1450200,150,"Het,Period"
Supercontig_12.7,1450201,1450400,200,Period
Supercontig_12.7,1450401,1450550,150,"Het,Period"
Supercontig_12.7,1450551,1451040,490,Period
Supercontig_12.7,1451051,1451350,300,Depth
Supercontig_12.7,1451551,1451650,100,Depth
Supercontig_12.7,1451701,1451800,100,Het
Supercontig_12.7,1451801,1452200,400,"Blast,Het"
Supercontig_12.7,1452201,1452250,50,Het
Supercontig_12.7,1452251,1452450,200,"Depth,Het"
Supercontig_12.7,1452451,1453500,1050,Depth
Supercontig_12.7,1454701,1454850,150,Depth
Supercontig_12.7,1455251,1455350,100,Depth
Supercontig_12.7,1455751,1456200,450,Depth
Supercontig_12.7,1456201,1456400,200,"Depth,Het"
Supercontig_12.7,1456401,1456650,250,Depth
Supercontig_12.7,1456851,1457050,200,Depth
Supercontig_12.7,1457501,1457850,350,Depth
Supercontig_12.7,1457951,1457958,8,Het
Supercontig_12.7,1457959,1458100,142,"Het,Period"
Supercontig_12.7,1458101,1458239,139,Period
Supercontig_12.7,1459201,1459350,150,Het
Supercontig_12.7,1459901,1460300,400,Depth
Supercontig_12.7,1460951,1461100,150,Depth
Supercontig_12.7,1461301,1461600,300,Depth
Supercontig_12.7,1461701,1461950,250,Het
Supercontig_12.7,1462001,1462100,100,"Blast,Depth"
Supercontig_12.7,1462101,1462200,100,Blast
Supercontig_12.7,1463501,1463800,300,Depth
Supercontig_12.7,1463801,1463850,50,"Blast,Depth"
Supercontig_12.7,1463851,1464000,150,"Blast,Depth,Het"
Supercontig_12.7,1464001,1464050,50,Het
Supercontig_12.7,1465801,1466050,250,Depth
Supercontig_12.7,1466601,1466800,200,Blast
Supercontig_12.7,1467051,1467150,100,Het
Supercontig_12.7,1467151,1467250,100,"Depth,Het"
Supercontig_12.7,1467251,1467500,250,Depth
Supercontig_12.7,1467501,1467650,150,"Depth,Het"
Supercontig_12.7,1468301,1468550,250,Depth
Supercontig_12.7,1470701,1470850,150,Het
Supercontig_12.7,1470951,1471050,100,Depth
Supercontig_12.7,1471051,1471200,150,Het
Supercontig_12.7,1471401,1471600,200,Blast
Supercontig_12.7,1472101,1472200,100,Depth
Supercontig_12.7,1473551,1473650,100,Depth
Supercontig_12.7,1474151,1474550,400,Depth
Supercontig_12.7,1474851,1476250,1400,Depth
Supercontig_12.7,1476701,1476850,150,Het
Supercontig_12.7,1476851,1477550,700,Depth
Supercontig_12.7,1477751,1477900,150,Depth
Supercontig_12.7,1479851,1480050,200,Het
Supercontig_12.7,1480301,1480500,200,Het
Supercontig_12.7,1481201,1481800,600,Depth
Supercontig_12.7,1482351,1482500,150,Depth
Supercontig_12.7,1482501,1482550,50,"Depth,Het"
Supercontig_12.7,1482551,1482650,100,Het
Supercontig_12.7,1485401,1485600,200,Blast
Supercontig_12.7,1485851,1486350,500,Het
Supercontig_12.7,1486501,1486600,100,Depth
Supercontig_12.7,1487151,1487250,100,Depth
Supercontig_12.7,1487651,1487850,200,Het
Supercontig_12.7,1487851,1487950,100,"Depth,Het"
Supercontig_12.7,1487951,1488050,100,Depth
Supercontig_12.7,1488201,1488250,50,Blast
Supercontig_12.7,1488251,1488400,150,"Blast,Depth"
Supercontig_12.7,1488401,1488650,250,Depth
Supercontig_12.7,1488951,1489100,150,Het
Supercontig_12.7,1489701,1489800,100,Depth
Supercontig_12.7,1491551,1492100,550,Het
Supercontig_12.7,1493051,1493950,900,Depth
Supercontig_12.7,1494751,1494900,150,Depth
Supercontig_12.7,1495901,1496000,100,Depth
Supercontig_12.7,1496401,1496850,450,Depth
Supercontig_12.7,1496951,1497100,150,Het
Supercontig_12.7,1497801,1498200,400,Depth
Supercontig_12.7,1498801,1499000,200,Depth
Supercontig_12.7,1499251,1499500,250,Depth
Supercontig_12.7,1499701,1499900,200,Het
Supercontig_12.7,1500351,1500500,150,Het
Supercontig_12.7,1500801,1501250,450,Het
Supercontig_12.7,1501701,1501850,150,Het
Supercontig_12.7,1503351,1503550,200,Depth
Supercontig_12.7,1505301,1505400,100,Depth
Supercontig_12.7,1505601,1505850,250,Depth
Supercontig_12.7,1506601,1506950,350,Depth
Supercontig_12.7,1508351,1508600,250,Het
Supercontig_12.7,1508901,1509050,150,"Depth,Het"
Supercontig_12.7,1509051,1509150,100,Depth
Supercontig_12.7,1510651,1511050,400,Depth
Supercontig_12.7,1511451,1511600,150,Het
Supercontig_12.7,1513051,1513200,150,Depth
Supercontig_12.7,1513201,1513400,200,Het
Supercontig_12.7,1515251,1515500,250,Het
Supercontig_12.7,1515601,1515750,150,Depth
Supercontig_12.7,1515901,1516100,200,Het
Supercontig_12.7,1517351,1517500,150,Het
Supercontig_12.7,1518601,1518800,200,Het
Supercontig_12.7,1520251,1520450,200,Het
Supercontig_12.7,1520451,1521200,750,Depth
Supercontig_12.7,1521801,1522100,300,Het
Supercontig_12.7,1522201,1522350,150,Blast
Supercontig_12.7,1522351,1522750,400,"Blast,Het"
Supercontig_12.7,1522751,1522800,50,Blast
Supercontig_12.7,1523201,1523400,200,Blast
Supercontig_12.7,1524501,1524650,150,Het
Supercontig_12.7,1525351,1525400,50,Depth
Supercontig_12.7,1525401,1525550,150,"Depth,Het"
Supercontig_12.7,1525551,1525600,50,Het
Supercontig_12.7,1526301,1526450,150,Het
Supercontig_12.7,1526601,1526650,50,Depth
Supercontig_12.7,1526651,1526676,26,"Depth,Het"
Supercontig_12.7,1526677,1526800,124,"Depth,Het,Period"
Supercontig_12.7,1526801,1527000,200,"Blast,Depth,Het,Period"
Supercontig_12.7,1527001,1527129,129,"Depth,Het,Period"
Supercontig_12.7,1527130,1527150,21,"Depth,Het"
Supercontig_12.7,1527151,1527450,300,Depth
Supercontig_12.7,1528101,1528200,100,Depth
Supercontig_12.7,1528701,1528850,150,"Depth,Het"
Supercontig_12.7,1528851,1529000,150,Depth
Supercontig_12.7,1529201,1529400,200,Het
Supercontig_12.7,1529801,1529900,100,Depth
Supercontig_12.7,1531551,1531950,400,Depth
Supercontig_12.7,1532601,1532700,100,Depth
Supercontig_12.7,1533201,1533300,100,Depth
Supercontig_12.7,1534351,1534600,250,Depth
Supercontig_12.7,1535651,1535750,100,Depth
Supercontig_12.7,1537201,1537600,400,Depth
Supercontig_12.7,1537601,1537850,250,"Depth,Het"
Supercontig_12.7,1537851,1537900,50,Depth
Supercontig_12.7,1538451,1538550,100,Depth
Supercontig_12.7,1538901,1539050,150,Depth
Supercontig_12.7,1539951,1540350,400,Het
Supercontig_12.7,1540651,1541400,750,Depth
Supercontig_12.7,1542151,1542300,150,Het
Supercontig_12.7,1542801,1542900,100,"Blast,Depth"
Supercontig_12.7,1542901,1543000,100,Blast
Supercontig_12.7,1543551,1543850,300,Depth
Supercontig_12.7,1543851,1544000,150,"Depth,Het"
Supercontig_12.7,1544001,1544200,200,Depth
Supercontig_12.7,1544201,1544350,150,"Depth,Het"
Supercontig_12.7,1545101,1545250,150,Het
Supercontig_12.7,1546501,1546650,150,Het
Supercontig_12.7,1546701,1547350,650,Depth
Supercontig_12.7,1547351,1547500,150,Het
Supercontig_12.7,1548251,1548800,550,Depth
Supercontig_12.7,1549451,1549900,450,Depth
Supercontig_12.7,1550251,1550400,150,Het
Supercontig_12.7,1550801,1551600,800,Depth
Supercontig_12.7,1552001,1552850,850,Depth
Supercontig_12.7,1553351,1553500,150,Het
Supercontig_12.7,1554751,1554800,50,Depth
Supercontig_12.7,1554801,1554850,50,"Blast,Depth"
Supercontig_12.7,1554851,1555000,150,"Blast,Het"
Supercontig_12.7,1555001,1555200,200,Het
Supercontig_12.7,1555651,1555950,300,Het
Supercontig_12.7,1556551,1556650,100,Depth
Supercontig_12.7,1556951,1558950,2000,Depth
Supercontig_12.7,1559351,1560100,750,Depth
Supercontig_12.7,1560451,1560750,300,Depth
Supercontig_12.7,1560901,1561050,150,Het
Supercontig_12.7,1561751,1561900,150,Depth
Supercontig_12.7,1562351,1562650,300,Depth
Supercontig_12.7,1562801,1563150,350,Het
Supercontig_12.7,1564001,1564150,150,Depth
Supercontig_12.7,1564151,1564300,150,Het
Supercontig_12.7,1564601,1565400,800,Depth
Supercontig_12.7,1565651,1565850,200,Depth
Supercontig_12.7,1568351,1568450,100,Het
Supercontig_12.7,1568451,1568550,100,"Depth,Het"
Supercontig_12.7,1568551,1568700,150,Depth
Supercontig_12.7,1569101,1569250,150,Het
Supercontig_12.7,1569351,1569450,100,Depth
Supercontig_12.7,1569751,1569900,150,Depth
Supercontig_12.7,1570851,1571100,250,Het
Supercontig_12.7,1571451,1572200,750,Depth
Supercontig_12.7,1572201,1572264,64,"Blast,Depth,Het"
Supercontig_12.7,1572265,1572800,536,"Blast,Depth,Het,Period"
Supercontig_12.7,1572801,1572938,138,"Depth,Het,Period"
Supercontig_12.7,1572939,1572950,12,"Depth,Het"
Supercontig_12.7,1572951,1573000,50,Depth
Supercontig_12.7,1574001,1574250,250,Depth
Supercontig_12.7,1574651,1575250,600,Depth
Supercontig_12.7,1575501,1575700,200,Het
Supercontig_12.7,1575951,1576550,600,Depth
Supercontig_12.7,1576951,1577050,100,Depth
Supercontig_12.7,1578101,1578250,150,"Depth,Het"
Supercontig_12.7,1578251,1578450,200,Het
Supercontig_12.7,1578551,1578700,150,Depth
Supercontig_12.7,1580451,1580600,150,Het
Supercontig_12.7,1581101,1581250,150,Het
Supercontig_12.7,1583351,1584000,650,Depth
Supercontig_12.7,1585201,1585400,200,Blast
Supercontig_12.7,1585701,1586250,550,Het
Supercontig_12.7,1586251,1586350,100,"Depth,Het"
Supercontig_12.7,1586351,1586450,100,Het
Supercontig_12.7,1586901,1587050,150,Het
Supercontig_12.7,1587651,1587750,100,Depth
Supercontig_12.7,1588351,1588500,150,Het
Supercontig_12.7,1589001,1589150,150,Het
Supercontig_12.7,1589451,1590750,1300,Depth
Supercontig_12.7,1591201,1591400,200,Het
Supercontig_12.7,1591401,1591800,400,"Blast,Depth,Het"
Supercontig_12.7,1591801,1592100,300,Het
Supercontig_12.7,1592201,1592500,300,Depth
Supercontig_12.7,1592601,1592800,200,Blast
Supercontig_12.7,1593501,1593600,100,Depth
Supercontig_12.7,1594001,1594800,800,Depth
Supercontig_12.7,1594801,1594850,50,"Blast,Depth"
Supercontig_12.7,1594851,1595000,150,Blast
Supercontig_12.7,1595201,1595300,100,Depth
Supercontig_12.7,1595751,1596000,250,Depth
Supercontig_12.7,1596451,1597300,850,Depth
Supercontig_12.7,1597451,1597650,200,Het
Supercontig_12.7,1598151,1598300,150,Het
Supercontig_12.7,1598601,1598850,250,Het
Supercontig_12.7,1598851,1599250,400,"Depth,Het"
Supercontig_12.7,1599251,1599400,150,Depth
Supercontig_12.7,1599501,1599650,150,Het
Supercontig_12.7,1599851,1600050,200,Depth
Supercontig_12.7,1600201,1600250,50,Blast
Supercontig_12.7,1600251,1600350,100,"Blast,Depth"
Supercontig_12.7,1600351,1600400,50,Blast
Supercontig_12.7,1600601,1600700,100,Depth
Supercontig_12.7,1600701,1600850,150,Het
Supercontig_12.7,1601001,1601150,150,Depth
Supercontig_12.7,1601551,1602050,500,Depth
Supercontig_12.7,1604451,1604600,150,Het
Supercontig_12.7,1605251,1605300,50,Depth
Supercontig_12.7,1605301,1605350,50,"Depth,Het"
Supercontig_12.7,1605351,1605450,100,Het
Supercontig_12.7,1605801,1605900,100,Depth
Supercontig_12.7,1606151,1606250,100,Depth
Supercontig_12.7,1606601,1606700,100,Depth
Supercontig_12.7,1606901,1607200,300,Depth
Supercontig_12.7,1607951,1608100,150,Het
Supercontig_12.7,1609051,1609200,150,Het
Supercontig_12.7,1609301,1609400,100,Depth
Supercontig_12.7,1609701,1609750,50,Het
Supercontig_12.7,1609751,1609850,100,"Depth,Het"
Supercontig_12.7,1609851,1609900,50,Depth
Supercontig_12.7,1610351,1610700,350,Depth
Supercontig_12.7,1610701,1610850,150,"Depth,Het"
Supercontig_12.7,1610851,1611200,350,Depth
Supercontig_12.7,1611451,1611900,450,Depth
Supercontig_12.7,1612101,1612200,100,"Depth,Het"
Supercontig_12.7,1612201,1612300,100,"Blast,Depth,Het"
Supercontig_12.7,1612301,1612400,100,"Blast,Depth"
Supercontig_12.7,1612401,1612850,450,Depth
Supercontig_12.7,1613601,1613800,200,Blast
Supercontig_12.7,1614151,1614250,100,Depth
Supercontig_12.7,1614501,1614600,100,Depth
Supercontig_12.7,1614601,1614800,200,"Blast,Depth"
Supercontig_12.7,1614801,1615200,400,Depth
Supercontig_12.7,1615501,1616150,650,Depth
Supercontig_12.7,1618051,1618550,500,Depth
Supercontig_12.7,1618551,1618600,50,"Depth,Het"
Supercontig_12.7,1618601,1618850,250,Het
Supercontig_12.7,1619401,1619550,150,Het
Supercontig_12.7,1620901,1621000,100,Depth
Supercontig_12.7,1621001,1621200,200,"Depth,Het"
Supercontig_12.7,1621201,1621850,650,Depth
Supercontig_12.7,1621901,1622050,150,Het
Supercontig_12.7,1622101,1622400,300,Depth
Supercontig_12.7,1622651,1622950,300,Depth
Supercontig_12.7,1623451,1623550,100,Depth
Supercontig_12.7,1623651,1624050,400,Het
Supercontig_12.7,1624801,1625200,400,Depth
Supercontig_12.7,1625451,1625600,150,Het
Supercontig_12.7,1625801,1625950,150,Het
Supercontig_12.7,1625951,1626350,400,Depth
Supercontig_12.7,1626601,1626800,200,Het
Supercontig_12.7,1626801,1627000,200,Blast
Supercontig_12.7,1627101,1627300,200,Depth
Supercontig_12.7,1627651,1627800,150,Het
Supercontig_12.7,1628801,1628900,100,Depth
Supercontig_12.7,1629001,1629200,200,Blast
Supercontig_12.7,1629301,1629350,50,Depth
Supercontig_12.7,1629351,1629500,150,"Depth,Het"
Supercontig_12.7,1629501,1630050,550,Depth
Supercontig_12.7,1630051,1630200,150,Het
Supercontig_12.7,1631501,1631650,150,Depth
Supercontig_12.7,1631901,1632500,600,Depth
Supercontig_12.7,1634051,1634350,300,Depth
Supercontig_12.7,1634701,1634800,100,Depth
Supercontig_12.7,1634801,1634950,150,"Blast,Depth"
Supercontig_12.7,1634951,1635000,50,Blast
Supercontig_12.7,1635301,1635450,150,Het
Supercontig_12.7,1635701,1635850,150,Het
Supercontig_12.7,1636651,1636800,150,Het
Supercontig_12.7,1636801,1636850,50,"Depth,Het"
Supercontig_12.7,1636851,1637050,200,Depth
Supercontig_12.7,1637551,1637650,100,Depth
Supercontig_12.7,1638001,1638200,200,Depth
Supercontig_12.7,1638751,1638950,200,Het
Supercontig_12.7,1639451,1639600,150,Het
Supercontig_12.7,1639601,1639800,200,Blast
Supercontig_12.7,1640001,1640100,100,Blast
Supercontig_12.7,1640101,1640200,100,"Blast,Depth"
Supercontig_12.7,1640201,1640500,300,Depth
Supercontig_12.7,1641401,1641650,250,Depth
Supercontig_12.7,1642601,1642900,300,Depth
Supercontig_12.7,1643351,1643500,150,Het
Supercontig_12.7,1643701,1643950,250,Depth
Supercontig_12.7,1643951,1644050,100,"Depth,Het"
Supercontig_12.7,1644051,1644200,150,Het
Supercontig_12.7,1645151,1645650,500,Depth
Supercontig_12.7,1649451,1649600,150,Het
Supercontig_12.7,1653001,1653500,500,Het
Supercontig_12.7,1654501,1654800,300,Depth
Supercontig_12.7,1657251,1657400,150,Het
Supercontig_12.7,1657401,1657600,200,Depth
Supercontig_12.7,1657801,1658100,300,Depth
Supercontig_12.7,1659551,1659700,150,Het
Supercontig_12.7,1660301,1660400,100,Depth
Supercontig_12.7,1660801,1661000,200,Blast
Supercontig_12.7,1661051,1661700,650,Depth
Supercontig_12.7,1662351,1662500,150,Het
Supercontig_12.7,1663001,1663150,150,Het
Supercontig_12.7,1663601,1663800,200,Het
Supercontig_12.7,1664451,1664600,150,Het
Supercontig_12.7,1665151,1665300,150,Het
Supercontig_12.7,1665801,1666100,300,Het
Supercontig_12.7,1666951,1667150,200,Het
Supercontig_12.7,1667751,1667950,200,Depth
Supercontig_12.7,1668451,1668600,150,Depth
Supercontig_12.7,1668601,1668800,200,"Blast,Depth"
Supercontig_12.7,1669051,1669200,150,Het
Supercontig_12.7,1669351,1669450,100,Depth
Supercontig_12.7,1669701,1669850,150,Het
Supercontig_12.7,1670251,1670550,300,Depth
Supercontig_12.7,1670751,1671250,500,Depth
Supercontig_12.7,1671601,1671950,350,Depth
Supercontig_12.7,1672901,1673700,800,Depth
Supercontig_12.7,1673701,1673800,100,"Depth,Het"
Supercontig_12.7,1673801,1673850,50,Het
Supercontig_12.7,1674001,1674150,150,Depth
Supercontig_12.7,1674851,1675200,350,Depth
Supercontig_12.7,1675851,1675950,100,Depth
Supercontig_12.7,1677101,1677250,150,Depth
Supercontig_12.7,1677251,1677450,200,"Depth,Het"
Supercontig_12.7,1677451,1677800,350,Depth
Supercontig_12.7,1678801,1678900,100,Depth
Supercontig_12.7,1679251,1680250,1000,Depth
Supercontig_12.7,1680251,1680450,200,"Depth,Het"
Supercontig_12.7,1680451,1680600,150,Depth
Supercontig_12.7,1681551,1681700,150,Het
Supercontig_12.7,1681901,1682500,600,Depth
Supercontig_12.7,1682701,1682950,250,Het
Supercontig_12.7,1683651,1684000,350,Depth
Supercontig_12.7,1684001,1684450,450,Het
Supercontig_12.7,1685351,1685450,100,Het
Supercontig_12.7,1685451,1685500,50,"Depth,Het"
Supercontig_12.7,1685501,1685600,100,Depth
Supercontig_12.7,1686001,1686150,150,Het
Supercontig_12.7,1686401,1687050,650,Depth
Supercontig_12.7,1690251,1690350,100,Depth
Supercontig_12.7,1691951,1692150,200,Het
Supercontig_12.7,1692801,1692950,150,Het
Supercontig_12.7,1694251,1694450,200,Het
Supercontig_12.7,1694751,1695300,550,Depth
Supercontig_12.7,1695501,1695650,150,"Depth,Het"
Supercontig_12.7,1695901,1696000,100,"Depth,Het"
Supercontig_12.7,1696001,1696050,50,Het
Supercontig_12.7,1697751,1697950,200,Het
Supercontig_12.7,1698951,1699200,250,"Depth,Het"
Supercontig_12.7,1699201,1699250,50,"Blast,Depth,Het"
Supercontig_12.7,1699251,1699350,100,"Blast,Depth"
Supercontig_12.7,1699351,1699400,50,Blast
Supercontig_12.7,1699801,1700200,400,Blast
Supercontig_12.7,1700401,1700750,350,Depth
Supercontig_12.7,1701801,1701900,100,Depth
Supercontig_12.7,1701901,1702050,150,"Depth,Het"
Supercontig_12.7,1702551,1704200,1650,Depth
Supercontig_12.7,1704501,1704750,250,Depth
Supercontig_12.7,1705101,1705500,400,Depth
Supercontig_12.7,1706501,1706800,300,Depth
Supercontig_12.7,1709051,1709350,300,Depth
Supercontig_12.7,1709651,1709900,250,Depth
Supercontig_12.7,1710151,1710300,150,"Depth,Het"
Supercontig_12.7,1710301,1710450,150,Het
Supercontig_12.7,1710901,1711100,200,Het
Supercontig_12.7,1711601,1712650,1050,Depth
Supercontig_12.7,1713451,1713550,100,Depth
Supercontig_12.7,1713951,1714250,300,Het
Supercontig_12.7,1715551,1715900,350,Depth
Supercontig_12.7,1715901,1716050,150,"Depth,Het"
Supercontig_12.7,1716951,1717250,300,Depth
Supercontig_12.7,1717451,1717600,150,Depth
Supercontig_12.7,1717901,1718300,400,Depth
Supercontig_12.7,1719451,1719550,100,Depth
Supercontig_12.7,1720151,1720300,150,Het
Supercontig_12.7,1720751,1721050,300,Depth
Supercontig_12.7,1721051,1721500,450,Het
Supercontig_12.7,1721901,1721982,82,Depth
Supercontig_12.7,1721983,1722583,601,"Depth,Period"
Supercontig_12.7,1722584,1722650,67,Depth
Supercontig_12.7,1722951,1723050,100,Depth
Supercontig_12.7,1723251,1723500,250,Depth
Supercontig_12.7,1724151,1724300,150,Het
Supercontig_12.7,1724851,1725200,350,Depth
Supercontig_12.7,1725252,1725540,289,Period
Supercontig_12.7,1728451,1728800,350,Depth
Supercontig_12.7,1729512,1729962,451,Period
Supercontig_12.7,1730251,1730287,37,"Depth,Het"
